C++ Loop Execution time (ns),Java Loop Execution time (ns)
6936,7907
6943,9119
6934,10396
6940,8934
6999,9011
7033,10516
6927,8977
6955,8791
20050,10008
6963,12032
6931,8785
6911,8939
6934,10091
6960,8651
6944,8914
7013,10167
6884,9295
6921,8895
6969,8816
6920,9115
6876,9757
6931,9793
6877,14103
6912,8617
6936,11761
6900,8710
6963,9094
6992,9931
6916,8916
6974,9264
6904,10735
6943,9098
7038,9457
6925,8782
6914,14182
6980,8654
6974,10024
6930,8667
6969,9401
6925,9961
6986,11292
6948,10302
6948,9376
6909,9026
6939,9328
6948,10125
6960,8885
6954,12934
6924,10535
6990,8672
6965,10113
6936,9829
6927,8804
6964,8835
6978,10455
6964,9483
6933,13122
6909,30690
6932,9216
6935,25866
7021,14900
6858,8653
6952,8949
6899,9810
6890,9022
6972,8791
6901,8103
6940,9968
6969,9205
6905,8941
6924,10071
6961,8667
6932,9443
6913,14573
6971,7554
6904,8584
6982,12541
6997,8651
6944,8832
6882,9911
6903,9126
6890,7857
6959,9961
6886,8914
6962,9235
6909,9929
7022,13088
6933,8743
6906,10241
6925,8588
6881,7520
6945,9870
6871,8859
6971,8695
6943,10310
6986,8700
6889,9602
6949,9890
6964,7582
6902,13762
6909,9906
7019,8610
6904,11727
6895,9782
6921,9653
6913,7401
6914,10310
6887,8900
6904,9579
6988,9807
6898,9226
6954,13495
6947,10033
6894,7355
6915,8968
6955,10584
6949,8946
6927,8804
6928,10300
6978,8672
6885,9200
6985,10082
6897,7569
6982,8651
6898,14438
6889,9972
6910,8901
6968,8911
6967,13456
6918,7909
6893,9472
6924,10285
6928,9031
6956,9376
6878,29360
6897,9788
6980,9676
6989,13999
6913,9229
6899,8864
6938,10241
6962,8884
6985,9161
6930,10206
6883,9195
6928,8931
6919,9333
6859,9230
6902,9203
11784,10021
7041,14005
6889,8850
6894,14905
6905,25739
6956,10091
6937,9830
6920,8899
6933,8665
7015,10602
6989,9590
6895,9195
6912,9042
6876,9019
6967,12882
6956,10049
6907,8920
6940,9206
6952,10182
6948,8877
6917,8650
6881,8696
6930,8998
6938,9798
6943,10217
6924,9115
6904,13619
6912,9973
6918,8763
6923,10719
6885,8218
6898,13315
6988,9148
6946,10838
6962,9173
6925,8963
6889,7638
6915,10276
6906,9083
6910,12376
6952,9811
6884,9084
6947,9199
6915,10343
6923,8970
6845,7758
6922,9771
6947,9186
6875,9012
6956,10310
6983,8646
6990,9082
6954,12593
6923,9365
6957,7823
6932,9904
6978,8657
6859,11302
6892,9894
6970,9060
6958,7406
6907,10211
6925,8908
6860,8891
6903,9996
7042,11953
6966,9129
6918,10441
6927,8720
6963,7974
6923,10241
6907,9249
6961,8707
6934,10019
6957,8671
6889,9413
6915,9849
6972,8970
6934,10143
6960,11112
6958,8640
6885,8763
6888,9730
6975,11919
6940,7483
6923,10210
6965,8867
6972,9109
6949,10772
6993,9508
6892,12511
6921,10165
7005,8883
6941,7503
6892,8551
6927,10262
6924,9168
6927,9203
6933,10123
6908,9022
6914,9198
6947,10231
6912,7471
6906,11571
6935,9777
6951,19225
6968,31741
6967,12616
6910,25075
6879,10393
7008,10386
6927,8800
6960,8735
6907,9990
6959,8930
6957,8993
6933,13258
6969,7544
6881,8746
6917,10050
6952,8649
6911,9040
6902,10224
6875,8939
6929,9208
6965,10227
6904,7407
6900,9007
6906,9920
6913,11216
6911,8871
6914,10023
6976,8792
6936,8876
6973,10603
6921,10190
6874,8781
6903,10423
6976,8761
6877,8896
6901,10332
6924,7669
6927,11244
11777,10035
6982,8891
6905,9237
6968,10069
6961,9330
7039,8929
6897,10525
6933,7772
6955,8863
6970,8776
7059,10358
6897,8928
6899,11423
6951,9966
6946,8791
6921,7408
6966,10162
6896,9540
6958,11532
6888,10019
6923,9165
8732,9163
8826,8693
8920,9397
8534,12230
8793,9993
8773,8948
8767,9457
8961,10098
9285,9189
8596,8898
7035,8573
6967,8878
6930,8830
6939,10238
6900,9194
6926,9084
6976,12748
6929,9346
6948,7339
6942,10127
6906,9192
6952,10489
6949,10814
6895,14509
6926,11063
6967,10162
6919,9401
6942,9099
6889,10300
6990,11697
6914,8978
6968,8737
6948,8611
6922,9398
6940,10253
6967,8890
6940,9090
6929,10481
6931,8787
6923,9119
6897,11112
7054,11027
6887,11589
6910,8827
6974,10046
6955,9188
6925,8733
6883,10375
6911,8672
6932,7563
6990,12703
6920,8889
6939,8805
6948,10069
6927,8946
6889,10497
6881,10155
7034,8833
6932,9067
6942,10179
6895,8936
6932,8942
6933,10166
6952,9320
6923,7508
6970,10230
6951,8753
6952,9756
6918,13056
6889,9207
6969,8808
6948,10212
6902,9111
6918,7852
6979,10568
6946,8883
6925,12010
6874,10399
6978,8726
6896,7655
7025,13207
6944,8932
6908,8726
6914,10436
7419,8757
6967,9181
7014,10077
6948,8949
6910,7528
6926,10652
6976,9273
6874,9305
6962,10648
6962,12574
6968,9011
6953,9987
6980,8886
6923,7780
6978,9012
6949,10711
6994,10408
6985,10291
6967,12620
6959,7984
6962,9322
6899,10522
7023,11734
6940,8798
6960,9711
6950,8841
6921,9201
6950,10096
6954,7642
6918,9271
6911,10036
6963,8895
6942,11479
6896,15586
14712,9199
6906,12861
6956,9903
7011,7544
6935,9107
6940,10212
6982,8892
6935,9782
6967,11233
6911,10000
6928,11852
6978,10020
6927,9082
6973,9110
6875,13499
6907,9275
7002,8664
6962,10091
6907,7818
6975,9047
6952,10599
6910,9258
6970,9186
7017,10295
6935,35492
6916,10623
6921,30156
6979,8012
6947,8720
7039,10193
6923,9024
6923,9329
6940,10335
6943,8990
6974,8915
6950,10792
6978,10526
6849,9056
6955,9922
6951,13479
6943,9143
6925,10339
6920,8313
6922,10552
6984,8999
6949,12214
6944,9135
6921,9238
6960,10312
6928,9686
6935,9772
6955,9767
6998,16264
6929,13362
6936,14133
6986,8838
6936,8895
6980,10807
6848,8886
6996,7627
6887,10567
6917,9961
6913,11805
6926,10491
6873,9561
6951,13280
6921,8938
6985,8938
7390,9406
6889,10319
7025,9068
6935,9394
6955,10787
6971,9538
6939,8934
6906,9017
6940,9266
6918,9833
6913,13196
7088,9167
7006,9493
6965,10682
6885,9099
6918,7719
6910,10257
6971,9051
6934,8926
6913,10568
7014,11896
6985,8901
6899,9056
6961,11951
6923,9321
6973,10905
6997,8648
6959,9509
6906,10060
6951,9670
6979,7987
6978,9320
6980,10140
6970,9019
6969,8956
7483,13088
6930,8956
6900,9369
6949,10039
7081,8221
7002,11891
6938,10784
6878,9053
6960,9463
6911,10159
6986,9982
6970,10194
6924,10218
7020,13320
6968,8866
7004,10200
7056,14358
7001,9506
6975,10200
7103,7769
7015,9416
7015,11430
7270,9467
7052,8945
6980,10296
7022,9120
6864,12298
6945,26392
7064,8229
6999,8953
7146,10120
7024,9803
7106,9388
7101,10069
6898,9492
6961,8786
7141,10099
7048,11049
38697,10174
7301,13655
6890,9363
6990,9038
6950,11390
6879,7828
6910,9180
6949,10761
7039,9287
6946,8830
6911,10493
6938,9006
6995,9977
6965,10066
6916,13337
6933,10706
6914,9557
6913,10665
7000,8934
6990,9401
6990,11228
7664,9133
6945,9263
6939,8646
6921,10638
6930,12327
6911,13282
6867,9281
6918,9979
6982,9751
6927,9382
6978,9329
6906,10957
6950,9238
6921,9138
7004,9835
6900,9257
6947,9167
6889,9497
6979,13552
7014,9680
6928,9803
6971,9377
6978,9170
6944,10260
6950,9924
6935,8967
6988,8918
6977,10398
6967,9492
6993,11640
6920,12268
6942,14336
7034,9804
6932,9250
6928,9056
6905,12371
6948,9449
6888,9464
6882,10502
6911,10595
6997,9307
6938,8945
7001,9454
6901,16341
6955,18386
6982,8808
6977,8897
6939,10199
6951,8938
6947,9390
6910,8790
7057,10447
6958,9055
6947,9680
6975,15446
6934,9951
6986,9996
6918,13128
7060,8657
6896,8871
7815,10031
8995,9545
9339,8820
8354,10659
8377,9112
8478,7620
8469,10264
8764,8964
8781,9790
8775,10117
8930,11918
8528,10057
8480,9893
8528,9169
8502,7336
8748,10613
8840,9157
9249,9365
9717,9887
8647,9331
9900,9006
8396,10558
9112,13848
8591,8922
8483,10062
9587,8999
8583,9170
8498,10638
8534,8788
8520,7624
8601,10037
9857,9947
8701,8753
8630,10198
8487,9630
8680,12861
8510,10268
8497,8875
8720,7618
8734,10340
8798,9028
9545,9021
9715,9889
8329,9066
19111,8817
8692,11080
8865,9014
8816,7793
8790,15624
8888,9003
8878,8639
8559,10054
8656,9013
8580,7843
8562,9361
8848,10619
9828,9038
9352,9212
9158,9876
10046,9390
9145,19141
6949,17544
6904,7460
6976,9329
6941,9998
6921,9230
6959,8713
6943,10330
6912,8988
6875,9018
7072,8630
6942,9090
6979,8792
6915,10103
6966,13950
6904,9009
7807,9878
7552,7589
6891,9008
6927,10724
6923,9189
6951,8914
6887,10079
6975,9174
7537,9374
9198,10191
9056,8079
8786,12887
8662,9990
8766,9137
9248,8859
7929,10344
6922,10235
7000,11868
6929,16948
6912,10901
6968,8619
6995,12673
6925,8845
6945,2434231
7903,3485
9481,3060
9984,2822
8007,3191
7934,2962
10097,3606
7972,3091
8534,2869
10360,2889
7479,3029
8181,3202
9245,3034
8399,2778
9402,3276
8469,3081
8646,3584
8441,2893
8512,2962
8692,3133
8415,3181
8420,3486
8398,3101
8356,3216
8613,2978
8764,11785
9362,10994
9450,9442
8733,7681
9268,10158
8623,9631
8630,9353
8812,10596
8641,12336
8430,9378
8619,11098
9956,9890
8473,9013
8560,7626
9671,9956
9235,8715
7985,10283
6970,24410
7009,8934
7017,9735
6962,10941
7045,12316
7225,7532
6952,9840
6976,9268
6961,7892
7009,10182
6922,10545
6927,8793
7038,10173
7020,8949
7208,9407
6974,10116
6970,7657
9376,11974
8805,10232
8653,9130
8790,9167
8670,10073
8473,9257
8466,9141
21929,10086
9029,7597
8715,8904
8709,41665
8543,9447
8658,9219
8620,28757
8765,8725
8663,9173
8577,7724
10269,10385
8451,7416
8922,9436
8431,9979
8621,9025
8439,8955
8496,10028
8658,8831
8764,8917
8830,12640
8701,10272
8681,9263
8668,8629
8607,9344
8422,9157
8569,10544
8615,9442
8600,9318
8574,10286
9539,8966
9829,9417
8586,8841
8704,11954
9068,8846
7107,4271
7080,3491
6989,3324
6997,3181
7119,3100
7033,3292
6997,2840
7008,3255
6924,2860
6970,3517
7015,3041
7087,3919
6994,3022
6993,3086
6903,3058
6957,3056
6964,3028
6982,3082
7030,3599
7016,3199
6957,2773
6982,3619
6930,3195
6962,3090
6979,3298
7008,3347
6975,3209
6970,3200
6960,3461
6914,2998
7005,3891
6943,3099
6931,3194
6968,3185
7051,3307
7006,3226
7006,3231
7014,2861
7048,3253
6983,3392
6938,3165
6942,3701
7022,3326
7014,3072
6916,3361
6920,24558
6989,3699
7075,4064
7125,3379
6969,3320
6965,3096
7028,2973
6949,3583
6950,3242
6951,2717
6995,3472
7015,3286
6964,3361
6949,3116
6973,3810
7020,3342
6990,3474
6970,3513
6972,3463
7013,3224
7023,3352
6913,3110
6909,3441
6945,4163
6961,3293
6978,3389
7007,2791
6956,3243
7020,3297
6948,3191
6996,3848
7000,3293
7006,3066
7010,3818
6969,3221
6989,3408
6932,3221
6901,3346
7036,3542
6971,3220
6987,3358
6955,3442
7016,4280
7007,2771
6952,3411
6967,3282
7040,3714
6973,3228
7004,3425
6930,3002
6967,3296
6982,3403
21831,3230
7059,3275
7014,3561
6991,3360
6973,3579
6944,3374
6991,3265
6996,3223
6929,2868
6951,3493
6945,3243
7015,3612
7022,3745
6919,3344
7018,3195
7009,3259
7026,3230
6875,3246
6974,3257
6980,3375
7024,3154
6972,3369
6981,3869
6969,3795
6998,3188
6961,2680
7004,3185
6985,3263
6985,3433
7008,3573
6992,3473
6974,3337
7083,3306
6964,3081
6973,3209
6937,3092
6943,3741
6967,3123
7025,2973
6974,3523
6954,3259
7024,3458
6958,2731
6981,3310
6961,3789
7025,3181
6975,3523
6985,3185
6929,3509
6965,3338
7002,3507
6961,3088
6922,3136
6965,3250
6929,3325
6902,3241
6976,3051
7041,3250
6967,3177
7005,2850
7024,3517
6960,3376
6951,3620
7020,3139
7007,3224
6961,3460
6957,3366
6954,3694
7093,3094
6967,3391
7054,3626
6958,3366
6871,3531
6953,3326
7011,3623
7037,3363
6964,2653
6997,3484
6975,3226
6944,3445
6953,3238
6962,3377
6972,3202
7030,3547
6962,3375
6996,3285
6977,3255
7072,3670
7015,3386
6972,3435
6999,3643
6962,3314
7048,3701
6950,10894
6993,3898
7047,26535
7014,3944
6935,4613
6972,3624
6985,3269
7045,3714
7032,3455
6952,3877
6977,18993
6978,3189
6990,3483
6992,3327
7076,3199
6936,3595
6981,3658
7086,3377
7053,3360
6913,3250
7044,3252
7094,3315
6987,3357
6977,3280
6926,3389
6947,3483
6972,3671
6982,3692
6913,4325
6948,4046
6984,4148
7010,3514
6968,3586
6919,3687
7018,3122
6983,3906
7001,4142
6946,4187
6993,24066
6990,3269
6937,3566
6985,3505
6930,3509
6983,4323
6993,4442
6961,19328
25678,3839
8863,4214
6903,26551
6925,3794
6909,4101
7002,3926
6853,4639
6949,4026
6981,3830
6948,3898
6989,3624
6960,4844
6958,4189
6956,4407
6927,4728
6947,4289
6958,4475
6957,25531
6936,3481
6945,3652
6873,3641
6968,3438
6907,2961
6916,3476
6915,3371
6908,18777
6937,3644
7044,3162
6980,3986
6893,3346
6910,3788
6930,3339
6886,3535
6941,3693
6935,3072
6940,3683
6994,3269
6976,3369
6935,4050
6951,2845
6928,3217
6948,3527
6908,3111
6901,3306
6922,3319
6968,3264
6980,3722
6958,3191
6930,3246
6942,3464
6937,3385
6955,3144
6975,3207
6920,3452
6937,3466
6892,3439
6901,2750
6888,3420
6952,3454
6986,3549
6945,3395
6983,3305
6940,3730
6896,3274
6917,3634
6930,3628
6923,3391
6911,3264
6899,3154
6943,3844
6946,3164
6947,3289
6907,3417
6955,2705
6994,3718
6902,3353
6904,3611
6924,3605
6949,3286
6921,3778
7001,3529
6893,8390
7016,6655
6863,3751
6915,3199
6987,3456
6912,3203
6942,3442
6908,3315
6886,3220
6884,3889
7007,3326
6958,3200
6902,3433
6900,3292
6923,3099
6937,3323
6901,3441
6908,3278
6954,2871
6972,3508
6992,3714
6908,3180
6930,3188
6956,3830
6956,3125
6927,3978
6951,3099
6925,3676
7097,3272
6966,3481
6941,3441
6943,3552
7058,3275
6913,3206
6862,4005
6946,2688
6936,3948
6934,3232
6916,3191
6891,3618
6903,3248
7033,3702
7061,3192
7028,3323
6917,3248
6981,3272
6975,3268
7075,3546
6983,3679
7028,4091
6927,3580
6958,3323
6938,2716
7006,3619
6892,3348
13620,3309
8945,3215
8906,3307
7039,3459
6969,3213
6950,3454
6923,3358
6928,3146
6920,3177
6951,3397
7057,3386
7015,3649
6961,3404
7011,3327
6966,2836
6982,3346
7037,3289
7000,3278
6976,3213
6968,3384
6906,3456
6954,3590
6928,3398
6980,3742
7058,3296
6940,3465
6985,3575
6903,3312
7046,3654
6932,3219
6938,3270
6926,2767
7015,3426
6887,3374
6902,3317
7010,3394
6950,3460
6943,4112
6881,3225
6934,3717
6942,3425
7003,3377
6950,3382
6887,3916
6990,3500
6946,3385
6919,3349
6929,3570
6993,3001
7010,3339
6975,3919
6972,3104
6968,3263
7002,3231
6975,3283
7003,3877
6899,3270
6910,3177
7026,3231
6927,10121
6892,4314
6915,4845
6910,27247
6975,8959
6939,4087
6938,2988
7111,3375
7003,3342
6924,3368
6976,3385
6907,19075
6867,3126
6886,3213
6952,3784
6968,3167
7106,3336
6879,3797
6985,3293
7055,3849
6935,3307
6948,3356
6958,3304
7000,2766
7098,3438
7010,3130
6894,3852
6960,3413
6913,3818
6923,3157
6921,3440
6888,3399
6864,3191
6984,3432
6950,3247
6937,4183
6958,3417
7159,3419
6968,3342
6899,4016
6921,2755
6909,3700
8473,3494
8683,3235
8682,3417
8997,3280
8828,3281
8748,3685
9701,3464
8771,3326
7813,3324
6926,3432
6967,3423
6919,3326
6973,3410
6979,3622
6974,3246
6967,2803
7007,3472
7200,3262
9525,3498
8724,3211
8549,3523
8684,3240
8687,3466
8936,3707
8419,3415
8183,3862
8916,3179
8385,3368
8876,3449
9835,3721
8434,3454
6967,3465
6975,2928
6971,3408
14864,4088
8329,3308
6936,3721
6962,3669
6947,3159
6912,3650
6961,3523
6930,3364
7063,4277
6969,3272
6954,3820
6939,3514
6942,3462
7007,3475
6926,3240
6922,2913
6926,3427
6950,3232
6969,3193
6954,3298
6933,3334
6939,3236
6974,3248
7008,3425
6959,3472
6947,3383
7017,3384
6959,3588
6957,3228
6977,3737
6989,3126
6978,3409
6965,2724
6899,3611
6948,3465
7020,3165
6912,4491
6946,3218
6898,3449
6945,3363
6969,3136
6984,3355
6965,3806
6961,3629
6962,3463
6927,3451
6927,3504
6980,3327
6898,3409
6991,2696
6905,3706
6980,3218
6871,3411
7043,3659
6983,3391
6938,3358
6923,3265
6975,3772
6967,3182
6924,3886
6892,3385
6911,3243
6954,3279
7001,3189
6899,3473
6893,3713
6896,2697
6911,3666
6927,3425
6942,3656
6948,3303
6930,3492
6948,3791
6974,3629
6903,3223
6922,3299
7021,3577
6910,3782
6983,3281
6971,3594
6981,3360
6994,3603
6948,3630
6905,2805
7012,3853
6929,3199
6979,3698
6976,3293
6920,3311
6957,3302
7029,3145
6907,3341
6981,3357
6870,3818
7041,3469
6917,3168
6943,3475
6934,3264
6917,3533
6943,3349
6925,2909
6912,3398
6923,3408
6930,3576
6917,3518
6977,3195
6873,3351
6932,3902
6948,3333
6935,3683
6971,3199
6924,3127
6933,3350
6988,3734
6921,3308
7014,3148
6887,3678
6955,2752
6953,3477
6985,3625
6972,3601
6967,3254
6953,3430
7032,3503
6942,3653
6924,3489
6937,3100
6927,3181
6901,3388
6925,3718
7014,3305
6903,3155
6999,3681
7024,3701
6914,2710
6934,3528
6958,3482
6941,3908
6927,3746
6926,3496
6923,3162
6948,25930
12654,3672
6965,3465
6931,3124
6884,3254
6941,3487
6909,3949
6942,3377
6953,3134
6924,3717
6892,2845
6912,3558
6976,3199
6951,3605
6962,3697
6902,3614
6935,3411
6944,4080
6908,3559
6882,3759
6916,3442
6939,3479
6939,3328
6935,2988
6954,3379
6925,3962
6941,3611
6897,3439
6935,3410
6896,3773
6952,3481
6906,3573
6950,3733
6924,3666
6919,3586
6961,3267
7011,3356
6908,2979
6884,2975
6940,3751
6988,3511
7002,3399
6920,3633
6917,3942
6988,3858
6926,3585
6952,4054
6923,5130
6924,4690
6894,4106
6903,11478
6895,3237
6900,26483
6943,3015
6925,3785
6908,3134
6923,3092
6921,3434
6964,3159
6945,3092
6921,19064
6922,3462
6942,3217
7002,3111
6916,3044
6918,3004
6947,3228
6917,3005
6905,3248
6922,3123
6887,3260
6934,3150
6938,3058
6936,2977
6927,3442
6915,3159
6946,3548
7001,2953
6921,2802
6897,3148
6885,3290
6997,3416
7009,3112
6920,3118
6903,3203
6918,3089
6943,3079
6937,13815
6913,4822
6925,3130
7051,3437
6920,3018
6905,2980
6877,3039
7002,3116
6940,3021
6941,2988
6940,3173
6993,3096
6942,3077
6937,3465
6933,2888
6966,3013
6954,2977
6948,3276
7276,2802
8252,3410
6975,3279
6954,3076
6992,3070
6939,3202
7003,3142
7054,3122
8709,3054
7159,4114
6947,3111
7040,2966
7040,2985
7006,3109
7001,3696
8302,3079
6953,2989
6961,2638
7003,3214
6952,3036
6939,3009
6960,2915
6969,3130
6964,3008
6964,3103
6944,3001
6961,3017
6979,3031
7070,3153
7112,2970
6981,3374
6975,3029
6958,3090
7069,3118
6954,2723
7009,3109
7002,3080
12499,3311
9082,3155
8934,2962
8903,3178
9144,3132
8215,3171
6995,3101
6884,2955
6914,3151
6966,2935
6975,3500
8828,3066
9417,3028
9977,3447
7673,2838
6989,3078
6958,3111
7026,3059
6985,3473
6882,3015
6898,3002
9382,3156
10135,3237
7012,3006
6973,3123
6938,3161
6936,3073
6929,3943
7019,3190
6956,3164
6942,3043
8558,2906
10171,3193
7704,3172
7369,3200
6863,3196
6906,2985
6991,3487
6941,3048
6935,3198
6920,3613
8527,3122
9213,3379
8337,3084
8568,3017
8505,3114
8980,3249
9814,3111
7819,2927
7015,3182
7010,3230
6942,3235
7127,3053
6989,2960
6981,2987
6991,3159
7042,3035
7074,3122
7066,2908
7026,2993
7591,3032
9364,2985
7037,2920
6977,3076
6941,3118
7010,2710
7050,3096
7050,3254
7003,3257
7036,6878
7007,8496
7019,7367
7048,3227
6977,3192
7023,3167
7037,3300
6928,3214
6996,3159
7006,3579
7011,3308
7026,3093
6983,2974
6986,2720
7008,3014
6964,3133
7011,3242
7017,3025
6945,2972
7001,3080
6942,3051
6959,3494
6909,2938
7094,2912
6948,2951
6937,3129
6938,3757
7029,3066
6999,2977
6981,3071
7007,2674
7004,3216
7132,3048
6962,2943
6943,3414
6904,3003
6921,3669
6994,3071
6957,3088
6958,3145
7007,2968
6990,3058
6998,3019
6968,3331
6949,3330
7009,3244
7333,3014
6958,2648
7035,3159
6965,3378
7259,3255
7044,3107
6946,3085
6993,3087
7007,3219
6985,3056
6925,3082
6998,3074
7020,3098
7039,3142
7079,3036
7018,3140
6910,3045
21404,3149
7039,2776
6896,3195
7110,3299
6967,3016
6999,3126
6928,3354
6969,3239
6968,3057
7058,3093
6940,3364
7020,3005
6933,2983
6965,3179
7004,3044
6965,3049
6986,3007
7101,3080
7159,2835
7080,3265
6985,3002
6997,3538
7145,3132
7016,3112
6945,3003
7026,3067
7070,3036
6978,3081
6949,3077
6942,2855
7033,3155
6953,3052
7083,3022
6989,3322
7133,3036
6962,2716
7018,3368
7014,2905
6987,3090
7000,3018
6977,3038
7037,3023
6966,3169
6989,3287
6982,3125
7029,2989
6965,3113
6944,3173
6986,3265
7005,3133
7001,3283
6986,3320
6978,2707
6940,3667
6981,3057
7000,2999
6898,3182
6964,3040
6998,3290
6967,2979
6919,2974
7028,3469
6956,3061
7037,3237
6952,2987
7005,2995
7029,3173
6963,3092
7024,2993
6958,2760
6999,3139
7014,11706
7003,3777
6995,3011
6960,26185
7065,3110
7126,3629
6952,3662
6978,3536
6957,3188
6935,3090
6919,3218
6966,3206
6947,27044
7000,3191
6957,3432
6930,3575
6974,3248
6984,3058
6982,3223
6999,2984
6933,3046
6934,3551
6962,3038
6992,3092
6934,3186
6966,2980
7014,3144
6987,3055
6975,3118
6967,3080
6969,3079
6977,2987
6998,2763
6924,3311
6981,3162
6979,3135
6965,3207
6992,3054
6957,3089
6969,3096
6929,3246
6984,3079
6913,3038
6989,3179
6933,3087
6999,3093
6955,3058
6961,3058
6938,4066
6955,2804
6956,3184
6999,3602
6946,3121
6936,3056
6965,2967
7106,3148
6944,3311
6897,2975
6960,3062
6951,3050
6978,3154
7013,3186
7019,3087
7011,3179
6979,3032
7028,3107
6939,2717
7024,3153
12924,3291
8468,3026
6916,3185
6892,3635
6938,3063
6884,3131
6872,3239
6966,3068
7017,2938
7674,3062
7842,2984
6998,3334
6910,3054
6984,3145
6908,3114
6955,2678
6990,3122
6958,3090
6927,2953
6947,3043
6878,8351
6949,8387
6945,7435
6960,3977
6913,2991
6914,3417
6925,2959
6942,3031
6919,2864
6929,2983
6899,2977
6897,2979
6978,2718
6912,3358
6942,3291
6927,3232
6923,3073
6901,2990
6955,3211
6888,3072
6914,3059
6909,3002
6920,3096
6892,3053
6941,3186
6920,3841
6888,3012
6871,3113
6880,3238
6983,2713
6878,3201
6934,3059
6919,3150
6962,3085
6967,3143
6907,3414
6939,3066
6954,3031
6876,3183
6921,3057
6899,3484
6897,3129
6900,3042
6933,3307
6890,3064
6857,3144
6957,2717
6943,3258
6992,3613
6921,3249
6900,3076
6977,3038
