C++ Loop Execution time (ns),Java Loop Execution time (ns)
16958,4849
17473,5244
18029,6026
14573,6308
13968,5812
13770,6130
13843,5737
13745,5826
13690,6416
13754,6305
13720,6002
13811,6200
13705,5999
13764,6388
13807,5989
13798,6178
13717,6018
13818,6748
13848,5099
13853,4813
13795,4841
13865,4817
13823,4916
13823,4831
13819,6274
13861,10491
13713,10353
19245,4924
13721,4911
13812,4861
13793,4942
13782,4848
13821,4924
13677,4868
14110,5013
17835,4882
16981,5007
13769,4861
13865,5508
13772,4959
13811,5028
13729,4899
13852,5029
13908,5106
22143,5050
13736,4956
13881,5196
13723,5018
13856,4896
13874,4807
13788,5427
13790,4822
13823,4924
13796,4769
13766,4837
13741,4813
13887,4864
13758,4810
13710,5042
13725,5019
13745,4900
13824,4853
13761,4850
13848,4836
13686,4932
13802,4792
13811,4857
13750,4840
13756,4864
13806,4815
13738,4905
13752,4817
13744,5025
13754,5904
13794,6421
13748,6260
13720,6381
13839,5833
13794,6335
13792,6108
13719,6941
13802,6186
13701,6260
13757,6562
13802,6472
13921,6098
13811,6988
13766,6245
13657,6300
13731,5197
13828,4921
13822,5040
13771,4889
13788,5382
13764,4888
13826,5042
13856,5215
13746,5090
13704,4987
13749,5529
13804,4827
13740,5203
13805,5031
13668,4867
13807,4804
13785,5088
13751,4796
13718,5401
13764,4916
13870,4870
13787,5052
13842,4913
13693,4760
13802,5323
13764,4882
13805,5287
23930,4921
13822,4896
13716,4845
13753,5098
13766,4744
13740,4871
13796,4840
13885,4850
13724,4795
13849,4948
13772,5118
13777,5101
13724,4748
13746,5672
13714,15010
13772,26771
13786,6827
13828,5763
13729,21669
13813,5064
13841,4869
13751,4927
13718,4832
13743,5001
13752,4833
13661,4941
13752,5054
13757,5507
13733,6400
13745,6770
13742,6439
13760,6286
13763,6364
13733,6424
13721,6223
13778,6766
13750,6968
13670,6318
13728,6184
13698,6207
13791,6521
13733,11332
13769,10829
13764,6320
13711,5079
13817,4844
13839,4977
13853,4780
13808,4889
13774,4838
13855,4918
13749,4781
13861,4920
13876,4873
13841,5058
13809,4757
13761,4853
13772,4802
13724,4875
13823,5278
13723,4869
13902,4790
13760,4906
13699,4830
13796,4900
13746,4881
13906,4900
13750,4796
13775,4883
13757,4852
13770,5056
13838,4796
18106,4943
13714,4845
13769,5008
13698,4967
13833,5017
13740,4896
13745,5089
13820,4839
13787,5008
13781,5033
13884,5099
13776,4941
13763,5558
13680,5004
13746,5223
13718,7804
13698,4921
13765,4842
13760,4814
13770,4909
13816,4796
13800,5139
13784,4786
13794,4883
13797,4909
13748,4844
13814,5040
13774,6415
13743,6240
13756,6093
13769,6067
13796,6370
13752,6406
13793,6181
13772,6180
13713,5976
13752,6119
13746,6511
13882,6571
13867,6398
13889,6133
13700,6915
13857,6209
13697,5078
13661,4869
13881,4787
13719,4861
13865,4804
13753,5080
13843,4849
13751,4947
13773,4859
13784,4908
13861,4820
13776,4979
13725,4910
13838,4971
13786,4824
13803,5040
13782,5088
13843,5009
13864,4826
13742,5047
13779,5154
13771,5114
13873,4930
13871,5111
13808,5235
13760,4899
13743,4834
13822,4857
13694,4867
18900,4887
13790,4824
13799,4909
13742,4847
13640,4940
13776,4908
13745,4976
13873,4826
13763,5091
13744,5003
13773,5036
13630,4910
13768,5031
13690,4775
13947,11611
13842,13345
13788,5366
37419,4846
20709,5046
13790,4886
13734,4869
13833,5085
13779,4965
13887,4982
13890,5002
13801,4947
13803,6269
13930,6268
13907,6400
13993,6428
14080,6472
13768,6528
13762,6517
14499,6505
13764,6395
13791,6417
13780,6661
13733,6187
13723,6267
14193,6497
14030,6205
13913,17873
14199,28751
13974,8187
13868,5367
14558,21232
15097,5008
13754,5140
13938,4815
17132,4864
19621,4831
14254,4889
14067,4805
14388,4953
14689,4766
14502,4855
14871,4875
15152,4900
14683,4822
14911,4856
13947,4749
14991,4885
14149,4803
13808,4908
14260,4754
14295,4908
13955,5192
25273,4861
13986,4739
13804,4924
14354,4822
13926,4894
13777,4844
13975,4872
13860,4868
13883,4925
14028,4757
13752,4898
13769,4853
13876,4872
13779,4729
13827,4910
13838,4995
14123,4938
13842,4821
13798,5041
13747,4852
13768,4969
13884,4846
13792,4973
13785,4903
13764,5055
13764,4871
13721,4969
13737,4949
13930,5063
13870,5520
13909,6353
13849,6070
14038,6395
13859,6263
13856,6359
17790,6212
14737,6234
13980,6178
14244,6427
13873,6025
13814,6231
13754,6205
13884,6707
13831,6150
13733,6302
13781,6178
13774,5007
13771,4845
13751,4782
13785,4890
13817,5232
13677,5083
13797,4748
13793,4872
13847,4868
13684,4947
13773,4772
13761,4880
13800,4808
13861,4892
13862,4755
13752,4843
13758,4861
13745,4921
13843,4823
13777,4877
13790,5668
13848,4911
13808,4843
13815,5548
13739,4895
20360,4943
13700,5082
13897,4921
13747,5041
13820,5001
13683,5063
13727,5008
13735,4909
13744,5056
13921,4960
13856,5289
13860,5001
13949,5147
13878,32424
13921,14188
13962,6739
13731,4897
14018,4887
15196,4871
16604,4867
14131,4748
13776,4880
13875,4806
13679,4919
13941,4795
13817,4850
13995,4874
13866,4850
13854,4798
14080,5082
13974,6006
13954,6464
13949,6147
14217,6100
13970,6230
13947,6258
13875,6096
13894,6204
14021,6190
13892,6369
13809,6313
14093,6749
14112,6027
13944,6285
50051,6059
13895,6228
13679,5096
13788,4805
13803,4973
13773,5041
13773,4888
13743,4884
13784,4969
13751,4886
13786,5011
13750,15012
13743,12654
13770,14894
13809,21640
13766,21883
13712,18730
13788,56120
13725,20851
13822,34053
13754,20339
13752,20136
13745,23506
13762,20099
17271,19269
13750,19007
13807,20662
13783,21241
13790,23723
13696,17981
13775,20564
13730,20266
13741,19133
13808,20321
13731,19009
13667,21576
13751,20385
13756,21051
13690,17570
13698,20193
13721,20303
13749,22215
13798,18880
13731,20577
13723,19796
13724,20331
13784,20797
13756,20178
13814,21308
13762,22224
13820,19910
13721,18823
13782,19528
13767,20334
13767,23913
13825,18105
13758,21172
13675,19204
13764,17912
13725,18963
13920,19668
13740,18247
13906,19078
13715,18971
13833,44448
13774,28063
13692,36156
13753,20753
13733,19580
13801,18346
13747,18317
13853,19365
13829,19251
13780,42560
13782,21879
13723,21493
13777,20193
13812,33195
13815,19433
13711,26382
13763,33890
13726,19813
13685,18930
13816,21001
13652,20362
13793,21081
13843,21531
13688,19687
13831,72664
13832,36881
13808,17971
13774,20241
13759,22899
13709,19134
13716,20159
13757,21340
16784,19750
13805,20242
13719,20167
13792,20430
13750,20176
13761,19281
13753,21022
13830,18756
13748,19223
13793,28101
13772,42200
13794,20449
13765,32669
13720,20483
13734,20105
13728,20211
13812,21670
13801,19140
13735,20484
13751,21355
13812,17566
13739,20231
13715,22817
13816,19305
13776,20185
13787,17622
13757,20365
13772,21485
13835,19176
13804,22490
13787,20832
13817,20408
13713,18615
13735,17736
13810,17814
13742,31830
13824,18972
13804,17562
13855,17110
13786,18988
13779,17384
13728,19096
13754,19367
13785,17708
13795,18751
13814,19130
13868,16136
13793,19398
13800,24112
13666,20070
13749,20179
13748,17625
13786,20310
13756,20708
13793,21266
13747,18706
13822,20012
13812,23946
13788,47780
13812,36426
13724,18386
13754,22200
13769,20185
13790,19100
13753,18824
13692,20758
13804,19572
13791,22485
13756,18856
13860,19205
13772,20229
13782,21528
16573,21697
13697,18764
13724,21131
13733,20313
13729,20448
13860,17580
13891,20379
13834,20536
14069,21769
13792,9178
13720,4800
13834,4826
13851,4741
13742,4899
13815,4874
13705,4852
13718,4811
13747,4869
13698,4811
13806,4886
13690,4764
13836,4856
13720,4824
13714,4866
13889,4723
13805,4887
13777,4821
13715,5008
13717,4832
13738,4865
13764,5027
13782,6013
13757,5871
13730,6260
13699,5531
13758,5930
13742,5887
13795,6135
13799,5570
13743,5780
13781,5825
16909,5947
17935,6739
15253,5991
13733,6118
13760,5905
13834,5829
13735,5022
13840,5013
13657,4889
13768,4987
13806,4944
13721,5216
13815,4876
13775,5032
13883,4865
13748,5004
13733,5421
13832,5079
13757,4892
13748,5627
13639,5001
13741,4879
13751,4793
13914,4891
13726,4797
13808,4930
13822,4758
13710,5080
13747,4865
13779,4942
13719,4806
132233,4864
50495,4772
13882,4915
13708,4832
13717,4994
13839,4815
13826,4872
13814,4833
13676,4908
13739,4818
13702,4952
13704,4809
13780,4987
13754,4778
13795,4845
13853,4848
13783,4892
13746,4847
13813,4893
13800,4817
13822,4849
13811,4835
13815,4859
13767,4832
13765,4936
13792,4878
13737,5008
13793,4841
13764,5022
13715,5034
13768,11475
13796,6011
13784,6103
13788,30417
13842,7872
13753,6522
13805,6057
13739,6125
13792,19159
13738,14287
13736,9822
13825,6066
13756,6495
13751,5789
13771,5647
13658,5912
13746,5758
13740,5043
13782,4799
